from	to	count	docs
anosmia	lloro excesivo	1	32594151_ES
dolor abdominal	irritación de garganta	1	 32639461_ES
disnea	fatiga	5	 32267140_ES, 32073161_ES, 32085846_ES, 32623310_ES, 32637437­_ES
aumento de leucocitos y proteínas	cefalea	1	32601756_ES
afasia global	lumbalgia	1	32648092B_ES
febrícula	fumador	1	 32073161_ES
aumento de proteina creactiva	incapacidad de andar	1	 32414534_ES
diarrea	síntomas respiratorios	4	 32179908_ES, 32238024_ES, 32639064_ES, 32222713_ES
exantema	linfoadenopatía	1	32640066_ES
irritación de garganta	leucocitopenia	2	 32238024_ES, 32636116_ES
dolor	mialgia	1	 32426200_ES
fiebre	leucocitopenia	8	 32318729_ES, 32631770_ES, 32238024_ES, 32363351_ES, 32639064_ES, 32636116_ES, 32360439_ES, 32427645_ES
aumento de leucocitos y proteínas	parestesia	1	32601756_ES
diarrea	mialgia	3	 32292904_ES, 32414534_ES, 32587121_ES
aumento significativo de proteína creactiva	síntomas respiratorios	1	 32427161_ES
ageusia	sudoración	1	 32606105_ES
afebril	mialgia	1	 32205138_ES
debilidad facial	febril	1	32586958_ES
proteinuria	síntomas respiratorios leves	1	32589931_ES
exantema	leucocitosis	1	 32584431_ES
leucocitosis	taquicardia	1	 32353183_ES
expectoración hemoptoica	fiebre	1	 32208010_ES
anasarca	síntomas respiratorios leves	1	32589931_ES
malestar	sudoración	1	 32617223_ES
ageusia	incapacidad de andar	1	 32414534_ES
letargia	signo de lasègue	1	32293714_ES
fiebre	tos productiva	5	 32073161_ES, 32650881_ES, 32179908_ES, 32198834_ES, 32363351_ES
desmayó	rigidez	1	32417987_ES
hematuria	mialgias	1	 32292915_ES
cefalea frontal	fatiga	1	 32294340_ES
disnea	mialgias	1	 32292915_ES
diarrea	elevación difusa del segmento ST	1	 32584431_ES
adelgazamiento	oliguria	1	32427645_ES
disnea de esfuerzo	tos	1	 32208010_ES
escalofríos	exantema	1	 32554425_ES
diarrea	rigidez	1	 32414534_ES
dolor de garganta	mareos	1	32292904_ES
cardiomegalia	tos	2	 32423738_ES, 32282027_ES
malestar general	tos	3	 32205138_ES, 32250095_ES, 32222713_ES
disnea	taquicardia	2	 32360384_ES, 32637086B_ES
debilidad	síntomas respiratorios	1	 32653906_ES
cansancio	síntomas respiratorios	1	 32215898_ES
dolor epigástrico	eructos	1	32562891_ES
febril	rigidez	1	 32414534_ES
fiebre	signos respiratorios	1	 32638347C_ES
afebril	congestión nasal	1	 32606105_ES
dificultad respiratoria	leucocitopenia	1	 32318729_ES
artromialgia generalizada	bradicardia	1	32617223_ES
leucocitopenia	roncus	1	 32363351_ES
aumento de proteina creactiva	tos	4	 32414534_ES, 32554621_ES, 32602267_ES, 32427645_ES
caída de la saturación de oxígeno	náuseas	1	32586958_ES
anosmia	vómitos	1	32594151_ES
edema pulmonar	vómitos	1	 32222713_ES
cefalea	vómitos	3	 32294340_ES, 32208010_ES, 32639461_ES
hipertermia	taquipnea	3	 32215898_ES, 32648092B_ES, 32201125_ES
diarrea	parestesia	1	 32586958_ES
dolor abdominal	síntomas respiratorios	2	 32639064_ES, 32427161_ES
fiebre	hepatomegalia	1	 32636116_ES
dificultad respiratoria aguda	estertores bibasales	1	 32623310_ES
alteración mental	debilidad	1	32605766_ES
congestión nasal	expectoración hemoptoica	1	 32208010_ES
apirexia	fiebre	1	 32584431_ES
alerta	fiebre	1	 32292867_ES
malestar	vómitos	1	 32587121_ES
cefalea	hepatomegalia	1	 32636116_ES
fiebre	oliguria	2	 32179908_ES, 32622483_ES
desorientación	exantema	1	 32292867_ES
dolor torácico	exantema	1	 32584431_ES
alteraciones electrolíticas	vómitos	1	 32292867_ES
taquipnea	tos	9	 32554425_ES, 32265235_ES, 32427774-B_ES, 32586958_ES, 32617223_ES, 32426200_ES, 32631838_ES, 32605766_ES, 32606105_ES
disnea	edema pulmonar	1	 32222713_ES
malestar intenso	rinorrea	1	 32426200_ES
debilidad	fiebre	3	 32399450_ES, 32427774-B_ES, 32653906_ES
síntomas gastrointestinales	vómitos	2	 32198834_ES, 32222713_ES
dificultad respiratoria aguda	mialgia	1	 32623310_ES
disnea	expectoración	3	 32269194_ES, 32292053_ES, 32282027_ES
fiebre	síntomas gastrointestinales	2	 32198834_ES, 32222713_ES
edema pulmonar	tos	1	 32222713_ES
cefalea	disfagia	1	 32414534_ES
náuseas	tos productiva	1	 32073161_ES
fumador	hematuria	1	 32292915_ES
cefalea frontal	sudoración intensa	1	32653906_ES
signo de babinski	somnoliento	1	 32590204_ES
dolor torácico	elevación difusa del segmento ST	1	 32584431_ES
congestión nasal	taquicardia	2	 32320556_ES, 32606105_ES
fiebre	tos seca	31	 32399449-B_ES, 32399694­­_ES, 32423911_ES, 32611761B_ES, 32353183_ES, 32638347C_ES, 32245909_ES, 32607304_Es, 32085846_ES, 32402687_ES, 32615807A_ES, 32412848_ES, 32179908_ES, 32294340_ES, 32428291_ES, 32402687-B_ES, 32631646_ES, 32623310_ES, 32637327A_ES, 32294264_ES, 32246917_ES, 32359804_ES, 32267483_ES, 32201125_ES, 32641443_ES, 32622483_ES, 32267461_ES, 32606044_ES, 32587121_ES, 32282871_ES, 32637437­_ES
abrasión del labio inferior	orientado	1	32593478_ES
alteración de la conciencia	hipoxemia	1	 32637266B_ES
congestión	vómitos	2	 32292054_ES, 32426200_ES
apirexia	leucocitosis	1	 32584431_ES
choque	leucocitopenia	1	 32363351_ES
anosmiaageusia	artromialgia	1	32556106_ES
debilidad general	fiebre	1	 32587121_ES
debilidad facial	infiltrados alveolares	1	32586958_ES
alteración del estado mental	leucocitopenia	1	 32360439_ES
congestión	rinorrea	2	 32265235_ES, 32426200_ES
cardiomegalia	elevación difusa del segmento ST	1	32607304_Es
hepatomegalia	irritación de garganta	1	 32636116_ES
febrícula	síntomas gastrointestinales	1	 32222713_ES
anasarca	tos no productiva	1	 32622823_ES
astenia	diarrea	1	 32246917_ES
anorexia	congestión nasal	1	 32586752_ES
congestión nasal	mareo	2	 32073161_ES, 32208010_ES
astenia	fiebre	9	 32638347C_ES, 32648092B_ES, 32402687-B_ES, 32196627_ES, 32246917_ES, 32653960_ES, 32418288_ES, 32631838_ES, 32401344_ES
exantema	hipertermia	2	32640066_ES, 32639461_ES
dificultad respiratoria aguda	síntomas gastrointestinales	1	 32222713_ES
mareo	náuseas	3	 32073161_ES,32586958_ES, 32208010_ES
náuseas	opresión torácica	1	 32073161_ES
buen estado general	vómitos	1	32594151_ES
cefalea	orientado	1	 32605766_ES
aumento de la lactatodeshidrogenasa	congestión	1	32606105_ES
disnea	estertores bibasales	1	 32623310_ES
aumento de la proteína creactiva	polipnea	1	 32351657_ES
debilidad	tos	2	 32399450_ES, 32427774-B_ES
malestar general	taquicardia	1	 32353183_ES
febril	hipoxemia	2	 32612465A_ES, 32612465D_ES
escalofríos	leucocitopenia	2	 32238024_ES, 32360439_ES
congestión	tos	3	 32265235_ES, 32292054_ES, 32426200_ES
síntomas respiratorios	vómitos	3	 32639064_ES, 32427161_ES, 32222713_ES
expectoración hemoptoica	tos	1	 32208010_ES
aumento de leucocitos y proteínas	tabaquismo	1	32601756_ES
empeoramiento del estado respiratorio	fiebre	1	 32638347B_ES
elevación difusa del segmento ST	eritema	1	 32584431_ES
dificultad respiratoria aguda	dolor abdominal	1	 32639461_ES
congestión	dificultad respiratoria	1	 32292054_ES
fiebre	malestar torácico	1	 32232784_ES
fumador	malestar general	1	 32205138_ES
anasarca	dolor epigástrico	1	 32622823_ES
taquicardia	tos productiva	1	 32179908_ES
taquicardia	tos seca	2	 32353183_ES, 32179908_ES
dolor torácico	rinorrea	1	 32073161_ES
astenia	dificultad respiratoria	2	 32631838_ES, 32401344_ES
febrícula	neutrofilia	1	 32417987_ES
disnea	ritmo sinusal	1	 32353183-B_ES
diarrea	dificultad respiratoria aguda	2	 32292915_ES, 32222713_ES
disnea	síntomas abdominales	1	 32353183-B_ES
diarrea	lloro excesivo	1	32594151_ES
congestión	malestar intenso	2	32606105_ES, 32426200_ES
tos seca	vómitos	2	 32294340_ES, 32587121_ES
dolor torácico	náuseas	4	 32073161_ES, 32607304_Es, 32631646_ES, 32584431_ES
cefalea	mareo	1	 32208010_ES
disnea	hematuria	1	 32292915_ES
hipotonía	vómitos	1	32594151_ES
cefalea	escalofríos	1	 32208010_ES
caída de la saturación de oxígeno	debilidad facial	1	32586958_ES
cefalea	congestión nasal	3	 32292904_ES, 32586958_ES, 32208010_ES
aumento significativo de proteína creactiva	vómitos	1	 32427161_ES
cefalea frontal	fiebre	1	 32294340_ES
artromialgia	ritmo sinusal	1	 32402687-B_ES
incapacidad de andar	rigidez	1	 32414534_ES
dolor	rinorrea	1	 32426200_ES
aumento de la cifra de trombocitos	aumento de la proteína creactiva	1	 32594429_ES
bradicardia	leucocitopenia	1	 32636116_ES
bradicardia	fiebre	1	 32636116_ES
cambios en su frecuencia de orina y defecaciones	cardiomegalia	1	32607304_Es
ageusia	leucocitopenia	1	 32318729_ES
debilidad general	vómitos	1	 32587121_ES
alteración del estado mental	fiebre	2	 32360439-C_ES, 32360439_ES
taquicardia	taquipnea	4	 32353183_ES, 32320556_ES,32363336_ES, 32606105_ES
anasarca	fiebre	2	 32622823_ES, 32622483_ES
taquipnea	tos seca	5	 32353183_ES, 32412848_ES, 32201125_ES, 32622483_ES, 32637437­_ES
cefalea	cefalea frontal	1	 32294340_ES
debilidad facial	disnea	1	 32631770_ES
debilidad general	hipotensión	1	 32587121_ES
dolor torácico	febril	1	 32607304_Es
disnea	dolor torácico	10	 3229222_ES, 32073161_ES, 32556106_ES, 32557532_ES, 32607304_Es, 32635747_ES, 32631646_ES, 32586778_ES, 32415334_ES, 32617223_ES
edema pulmonar	taquicardia	1	32363336_ES
cansancio	dolor torácico	1	 32607304_Es
leucocitosis	malestar general	2	 32353183_ES, 32412848_ES
fatiga	vómitos	1	 32294340_ES
artralgia	orientado	1	 32587121_ES
dolor en su pierna	malestar general	1	32399449_ES
hipotensión	tos seca	1	 32587121_ES
alteración mental	insomnio	1	32605766_ES
disnea	síntomas paragripales	1	 32637086B_ES
náuseas	tos seca	4	 32607304_Es, 32631646_ES, 32587121_ES, 32637437­_ES
irritación de garganta	opresión torácica	1	 32073161_ES
desorientación	incapacidad de andar	1	 32414534_ES
hipertermia	irritación de garganta	1	 32639461_ES
cefalea	rigidez	1	 32414534_ES
exantema	irritabilidad	1	 32265235_ES
diarrea	hipotensión	1	 32587121_ES
odinofagia	tos seca	1	 32631646_ES
expectoración	mareo	1	 32359711_ES
disnea	malestar general	4	 32412848_ES, 32586778_ES, 32250095_ES, 32222713_ES
escalofríos	falta de apetito	1	32593478_ES
malestar intenso	tos	1	 32426200_ES
debilidad general	macrohematuria	1	32622819A_ES
diarreas	febrícula	1	32653210_ES
alteraciones inespecíficas de la onda T	infiltrados pulmonares	1	32363336_ES
diarrea	febril	3	 32414534_ES, 32586752_ES, 32222713_ES
disnea	síntomas gastrointestinales	1	 32222713_ES
fatiga	fumador	2	 32267140_ES, 32073161_ES
congestión	fiebre	3	 32265235_ES, 32292054_ES, 32426200_ES
mialgia	síntomas respiratorios	3	 32623310_ES, 32601756_ES, 32563170_ES
oliguria	tos	1	 32179908_ES
mialgia	tos seca	6	 32611761B_ES, 32402687_ES, 32623310_ES, 32637327A_ES, 32267483_ES, 32587121_ES
debilidad general	tos seca	1	 32587121_ES
taquipnea	vómitos	2	 32640066_ES, 32426200_ES
disnea	hipertermia	4	 32648092C_ES, 32648092B_ES, 32207255_ES, 32637086B_ES
aumento significativo de proteína creactiva	dolor abdominal	1	 32427161_ES
ageusia	rigidez	2	 32414534_ES, 32653960_ES
irritabilidad	letargia	1	32293714_ES
dificultad respiratoria	síntomas respiratorios	3	 32318729_ES, 32363217_ES, 32427161_ES
náuseas	taquipnea	1	 32637437­_ES
dolor torácico	fiebre	15	 3229222_ES, 32073161_ES, 32556106_ES, 32557532_ES, 32607304_Es, 32635747_ES, 32402687_ES, 32593338_ES, 32631646_ES, 32246917_ES, 32586778_ES, 32584431_ES, 32415334_ES, 32617223_ES, 32294273_ES
cardiomegalia	rinorrea	1	 32423738_ES
desorientado	disnea	1	 32417987_ES
ageusia	alteración de la conciencia	1	 32414534_ES
alerta	insomnio	1	32605766_ES
dificultad respiratoria	orientado	1	 32587121_ES
anosmia	mialgias	1	 32294264_ES
dolor torácico	tos	6	 32073161_ES, 32556106_ES, 32635747_ES, 32246917_ES, 32415334_ES, 32617223_ES
hipoxemia	leucocitopenia	1	 32360439_ES
síntomas respiratorios	tos productiva	1	 32179908_ES
ageusia	tos seca	2	 32638347C_ES, 32294264_ES
dificultad respiratoria aguda	dolor en fosa lumbar	1	 32292915_ES
parestesia	taquipnea	1	 32586958_ES
cefalea	fiebre	12	 32292904_ES, 32414534_ES, 32412848_ES, 32294340_ES, 32586958_ES, 32196627_ES, 32247016_ES, 32267483_ES, 32636116_ES, 32605766_ES, 32208010_ES, 32588475_ES
hipoxemia	malestar	2	 32292904_ES, 32622819A_ES
cardiomegalia	hepatomegalia	1	 32636116_ES
anomalías de las extremidades superiores	fumador	1	32617903B_ES
hiposmia	tos	1	 32605712_ES
escalofríos	hipertermia	1	 32215898_ES
cefalea	hipertermia	1	 32639461_ES
hipotensión	mialgia	2	 32426200_ES, 32587121_ES
afebril	infiltrados pulmonares	1	 32247642_ES
congestión	diarrea	1	 32292054_ES
diarrea	náuseas	8	 32292904_ES, 32161941_ES, 32584431_ES, 32292053_ES, 32639064_ES, 32587121_ES, 32637437­_ES, 32222713_ES
afebril	dolor	2	 32247642_ES, 32631645_ES
choque	fatiga	1	 32363351_ES
somnoliento	taquipnea	1	 32554425_ES
cansancio	diarrea	1	 32428291-B_ES
aumento del esfuerzo respiratorio	mialgia	1	32318729_ES
ageusia	vómitos	1	32594151_ES
signo de babinski	tos	1	 32590204_ES
escalofríos	odinofagia	1	 32294273_ES
ageusia	signos respiratorios	1	 32638347C_ES
rinorrea	tabaquismo	1	32601756_ES
dificultad respiratoria aguda	febril	2	 32607304_Es, 32222713_ES
cefalea	odinofagia	1	32601756_ES
rinorrea	vómitos	2	 32423738_ES, 32426200_ES
mareo	vómitos	1	 32208010_ES
dolor abdominal	leucocitopenia	1	 32639064_ES
dolor torácico pleural	fiebre	2	 32352487_ES, 32317275_ES
mareo	opresión torácica	1	 32073161_ES
fiebre	taquipnea	18	 32554425_ES, 32640066_ES, 32353183_ES, 32215898_ES, 32265235_ES, 32412848_ES, 32648092B_ES, 32320556_ES, 32427774-B_ES, 32586958_ES, 32617223_ES, 32201125_ES, 32426200_ES, 32622483_ES, 32631838_ES, 32605766_ES, 32637437­_ES, 32606105_ES
desorientación	fatiga	1	 32612435_ES
hipertermia	opresión torácica	1	 32207255_ES
dolor torácico	taquipnea	1	 32617223_ES
congestión nasal	tos	10	 32073161_ES, 32292904_ES, 32269194_ES, 32586752_ES, 32586958_ES, 32292054_ES, 32276139_ES, 32208010_ES, 32637266B_ES, 32606105_ES
fiebre	irritación de garganta	4	 32073161_ES, 32586752_ES, 32238024_ES, 32636116_ES
disminución de la saturación de oxígeno	disnea	1	 32278585_ES
alteración mental	dificultad respiratoria aguda	1	32605766_ES
mialgia	tos	8	 32292904_ES, 32414534_ES, 32635747_ES, 32232784_ES, 32196627_ES, 32205138_ES, 32426200_ES, 32588475_ES
anosmia	somnoliento	1	 32589794_ES
congestión	desorientación	1	 32426200_ES
dificultad respiratoria aguda	irritación de garganta	1	 32639461_ES
febrícula	letargia	1	 32073161_ES
falleció	tos seca	1	 32282871_ES
congestión	exantema	1	 32265235_ES
dolor abdominal	fumador	1	 32617223_ES
bradicardia	cardiomegalia	1	 32636116_ES
dificultad respiratoria	rinorrea	1	 32423738_ES
dificultad respiratoria	tos	8	 32318729_ES, 32423738_ES, 32399450_ES, 32292054_ES, 32317275_ES, 32631838_ES, 32401344_ES, 32427161_ES
disnea	náuseas	10	 32073161_ES, 32292904_ES, 32607304_Es, 32631646_ES, 32292053_ES, 32587121_ES, 32208010_ES, 32637437­_ES, 32427161_ES, 32222713_ES
acumulación de líquido libre en la zona paracólica derecha y pélvica	hipotensión	1	32640066_ES
aumento de proteina creactiva	taquipnea	1	 32215898_ES
fiebre	retracción subcostal	1	 32265235_ES
dificultad respiratoria aguda	linfoadenopatía	1	 32593338_ES
ausencia de reflejos osteotendinosos	fiebre	1	 32619798_ES
anosmia	congestión nasal	1	 32606105_ES
astenia	tos	5	 32196627_ES, 32246917_ES, 32418288_ES, 32631838_ES, 32401344_ES
cambios en su frecuencia de orina y defecaciones	sibilancias	1	32607304_Es
apirexia	eritema	1	 32584431_ES
hipoxemia	infiltrados alveolares	1	 32617903B_ES
sudoración	taquicardia	1	 32606105_ES
eritema	tos	2	 32585767_ES, 32631770_ES
acumulación de líquido libre en la zona paracólica derecha y pélvica	aumento de proteina creactiva	1	32640066_ES
alteración de la conciencia	congestión nasal	1	 32637266B_ES
dolor torácico	síntomas respiratorios	2	 3229222_ES, 32415334_ES
buen estado de salud general	malestar general	1	 32250095_ES
disnea	escalofríos	7	 32607304_Es, 32085846_ES, 32425356_ES, 32427774_ES, 32650881_ES, 32617223_ES, 32208010_ES
covid19	polipnea	1	32638347C_ES
disfagia	expectoración	1	 32161941_ES
malestar	tos	2	 32292904_ES, 32617223_ES
leucocitosis	náuseas	1	 32584431_ES
cefalea	sudoración intensa	1	 32605766_ES
exantema	rinorrea	1	 32265235_ES
hipotensión	síntomas respiratorios leves	1	 32427161_ES
choque	empeoramiento del estado respiratorio	1	32179908_ES
mialgia	somnolencia	1	32318729_ES
exantema	mareo	1	 32265235_ES
odinofagia	rinorrea	1	32601756_ES
anorexia	diarrea	1	 32586752_ES
exantema	vómitos	2	 32292867_ES, 32639461_ES
escalofríos	náuseas	3	 32607304_Es, 32208010_ES, 32360439_ES
debilidad	insomnio	2	 32399450_ES,32605766_ES
debilidad	dificultad respiratoria	1	 32399450_ES
diarrea	hipoxemia	1	 32292904_ES
cansancio	febril	1	 32607304_Es
anosmia	hiposmia	1	 32605712_ES
anasarca	taquipnea	1	 32622483_ES
aumento del dímero D a 6120 ugl	ritmo sinusal	1	32402687_ES
angustia	disnea	1	 32605766_ES
letargia	tos productiva	1	 32073161_ES
fiebre	leucocitosis	5	 3229222_ES, 32353183_ES, 32412848_ES, 32238024_ES, 32584431_ES
dolor abdominal	síntomas abdominales	1	 32353183-B_ES
náuseas	síntomas respiratorios leves	1	 32427161_ES
expectoración	tos	5	 32269194_ES, 32161941_ES, 32292053_ES, 32282027_ES, 32359711_ES
dolor en fosa lumbar	eritema	1	32292867_ES
cardiomegalia	sudoración	1	32607304_Es
dolor en fosa lumbar	hematuria	1	 32292915_ES
febril	tos	3	 32414534_ES, 32586752_ES, 32222713_ES
fiebre	hipotensión	5	 32320556_ES, 32426200_ES, 32587121_ES, 32427645_ES, 32427161_ES
cefalea	tabaquismo	1	32601756_ES
sibilancias	vómitos	1	 32292053_ES
aumento de la proteína creactiva	aumento de proteina creactiva	1	 32554621_ES
elevación difusa del segmento ST	roncus	1	32607304_Es
deterioro hemodinámico	disnea	1	 32586778_ES
escalofríos	fumador	1	 32617223_ES
acroisquemia persistente bilateral de las extremidades inferiores	anasarca	1	32589931_ES
alteración del estado mental	aumento de la cifra de eritrocitos	1	32554423_ES
choque	roncus	1	 32363351_ES
debilidad general	malestar	1	 32587121_ES
dolor	linfoadenopatía	1	 32593338_ES
disnea	odinofagia	1	 32631646_ES
disfagia	disnea	3	 32414534_ES, 32623310_ES, 32359804_ES
fatiga	taquipnea	2	 32554425_ES, 32637437­_ES
afebril	anosmia	2	32594151_ES, 32606105_ES
rinorrea	taquicardia	1	 32179908_ES
anosmia	sudoración	1	 32606105_ES
desorientación	diarrea	2	 32414534_ES, 32586752_ES
diarrea	somnolencia	1	 32292054_ES
congestión	somnolencia	1	 32292054_ES
astenia	síntomas respiratorios leves	1	32589931_ES
dolor en fosa lumbar	mialgias	1	 32292915_ES
afebril	orientado	1	 32605766_ES
exantema	retracción subcostal	1	 32265235_ES
dolor epigástrico	tos	1	 32593478_ES
síntomas respiratorios	taquicardia	1	 32179908_ES
anosmia	taquicardia	1	 32606105_ES
alerta	exantema	1	 32292867_ES
anasarca	astenia	1	32589931_ES
astenia	ritmo sinusal	1	 32402687-B_ES
alteración de la conciencia	febril	1	 32414534_ES
astenia	desorientación	1	 32418288_ES
letargia	mialgia	1	 32563170_ES
angustia	escalofríos	1	32593478_ES
deterioro hemodinámico	edema miocárdico difuso	1	3229222_ES
anosmia	parestesia	1	 32592761_ES
cefalea	dificultad respiratoria aguda	1	 32639461_ES
mialgias	orientado	1	 32293714_ES
artralgia	tos	1	 32588475_ES
rinorrea	tos seca	2	 32179908_ES, 32267483_ES
disnea	neutrofilia	1	 32417987_ES
exantema	fatiga	1	 32554425_ES
elevación difusa del segmento ST	náuseas	1	 32584431_ES
exantema	irritación de garganta	2	 32636116_ES, 32639461_ES
dolor	fiebre	4	 32589931_ES, 32593338_ES, 32247642_ES, 32426200_ES
febrícula	vómitos	2	 32423738_ES, 32222713_ES
fiebre	incapacidad de andar	1	 32414534_ES
dolor abdominal	hipertermia	2	32640066_ES, 32639461_ES
buen apetito	choque	1	32179908_ES
congestión nasal	letargia	1	 32073161_ES
cardiomegalia	exantema	1	 32636116_ES
sibilancias	tos	1	 32292053_ES
anosmia	buen estado general	1	32594151_ES
desorientación	febril	2	 32414534_ES, 32586752_ES
congestión nasal	rinorrea	3	 32073161_ES, 32269194_ES, 32276139_ES
congestión nasal	malestar	1	 32292904_ES
